holiday,temp,rain,snow,weather,year,month,day,hour,minute,second,actual,predicted
7,297.53,0,0,1,2013,7,25,17,0,0,6120,4073.589389
7,279.79,0,0,1,2017,10,24,21,0,0,3540,4109.80515
7,285.81,0,0,4,2016,4,21,0,0,0,1381,2216.710845
7,272.09,0,0,1,2016,11,19,6,0,0,1442,2535.497703
7,288.94,0,0,2,2018,5,9,14,0,0,5109,3630.024623
7,282.69,0,0,0,2014,5,5,6,0,0,5886,2839.891145
7,274.42,0,0,5,2017,10,27,7,0,0,5582,2603.51812
7,282.45,0,0,1,2012,11,19,2,0,0,268,2344.256276
7,276.35,0,0,1,2018,2,28,12,0,0,4936,3294.491904
7,268.5,0,0,5,2014,1,10,10,0,0,4211,3007.386288
7,281.361,0,0,0,2016,10,19,3,0,0,873,2409.360935
7,298.09,0,0,1,2013,6,26,11,0,0,5192,3511.713432
7,266.58,0,0,5,2016,1,20,15,0,0,5661,3432.859003
7,290.53,0,0,0,2015,7,1,12,0,0,4625,3499.670363
7,286.65,0,0,0,2018,4,27,11,0,0,5365,3331.233813
7,292.22,0,0,0,2017,5,6,18,0,0,4487,4112.723743
7,266.62,0,0,5,2018,2,20,4,0,0,825,2320.962823
7,293.91,0,0,0,2015,7,7,19,0,0,3261,4225.475355
7,289.67,0,0,0,2013,6,1,7,0,0,2430,3039.318632
7,303.84,0,0,0,2017,7,5,20,0,0,2713,4446.431034
7,292.39,0,0,1,2015,8,23,15,0,0,4532,3765.720055
7,294.36,0,0,4,2017,8,16,22,0,0,2039,4416.01496
7,269.68,0,0,0,2013,3,14,13,0,0,5083,3367.118655
7,264.88,0,0,0,2017,11,22,1,0,0,422,1942.473889
7,295.78,0,0,0,2016,6,13,18,0,0,4483,4153.296253
7,295.21,0,0,1,2017,8,24,16,0,0,6724,3879.685697
7,268.08,0,0,0,2013,4,4,2,0,0,275,2265.31475
7,262.78,0,0,8,2017,1,3,11,0,0,4008,2948.354642
7,250.15,0,0,0,2016,12,15,9,0,0,5097,2510.394279
7,268.14,0,0,0,2016,12,19,21,0,0,2032,3939.328132
7,275.24,0,0,8,2013,4,26,0,0,0,736,2033.193336
7,300.51,0,0,0,2018,8,11,20,0,0,3362,4363.63797
7,281.09,0,0,1,2014,4,11,9,0,0,5307,3104.06487
7,289.85,0,0,0,2013,9,12,9,0,0,5687,3177.392787
7,250.14,0,0,1,2014,1,2,4,0,0,694,2221.76759
7,277.1,0,0,4,2012,11,16,3,0,0,391,2322.082743
7,266.93,0,0,3,2016,1,23,20,0,0,2789,3952.200921
7,287.49,0,0,4,2017,3,6,19,0,0,2910,4113.786585
7,296.17,0,0,0,2016,10,3,17,0,0,6015,4007.512856
7,293.64,13.64,0,4,2015,7,18,1,0,0,696,2397.143562
7,288.2,0,0,5,2016,8,31,1,0,0,348,2259.647155
7,268.68,0,0,0,2016,1,4,15,0,0,5618,3554.436845
7,280.69,0,0,1,2017,3,29,12,0,0,5118,3352.661189
7,295.19,0,0,1,2013,8,23,0,0,0,797,2367.606851
7,264.79,0,0,8,2018,2,3,14,0,0,3572,3242.338312
7,295.64,0,0,0,2014,5,28,21,0,0,2784,4468.099329
7,300.22,0,0,1,2018,6,25,16,0,0,6232,3972.145208
7,294.61,0,0,0,2016,8,13,10,0,0,3586,3323.918324
7,286.06,0,0,0,2013,8,24,7,0,0,2737,2930.656016
7,290.62,0,0,5,2018,6,24,7,0,0,1499,2895.766246
7,283.47,0,0,2,2017,4,12,19,0,0,3452,4062.517274
7,258.59,0,0,1,2017,1,11,23,0,0,1052,4153.169807
7,268.77,0,0,3,2017,1,16,12,0,0,4452,3194.324836
7,271.68,0,0,1,2014,4,17,3,0,0,342,2375.267986
7,289.81,0,0,4,2015,7,15,7,0,0,5355,2927.612377
7,275.86,0,0,4,2015,10,28,15,0,0,5691,3442.254367
7,284.16,0,0,1,2014,5,5,0,0,0,499,2261.398571
7,289.8,0,0,1,2018,9,7,22,0,0,2669,4375.364665
7,299.66,0,0,0,2015,8,11,15,0,0,5584,3899.219457
7,289.31,0,0,0,2016,4,23,22,0,0,3000,4470.640532
7,291.65,0,0,10,2017,8,9,19,0,0,3205,4001.866665
7,286.46,0,0,1,2016,4,30,13,0,0,4982,3529.24206
7,289.51,0,0,0,2015,10,19,10,0,0,4131,3222.910963
7,285.86,0,0,0,2017,8,31,5,0,0,3172,2678.021259
7,281.95,0,0,1,2012,10,11,20,0,0,3039,4116.590338
7,289.68,0,0,1,2015,8,23,12,0,0,4155,3433.572023
7,282.29,0,0,4,2016,9,27,22,0,0,1866,4224.071194
7,274.62,0,0,5,2017,1,22,0,0,0,1117,2073.660651
7,287.1,0,0,0,2013,8,18,0,0,0,1407,2269.435413
7,296.47,0,0,0,2016,8,5,12,0,0,5011,3554.395683
7,278.89,0,0,0,2015,10,1,3,0,0,373,2403.715217
7,291.72,0,0,1,2013,8,13,0,0,0,618,2327.236272
7,274.69,0,0,5,2017,12,4,21,0,0,2150,3964.312135
7,262.02,0,0,1,2013,2,21,14,0,0,5484,3346.678025
7,273.11,0,0,5,2013,3,16,10,0,0,4108,3048.260016
7,287.45,0,0,0,2016,8,21,8,0,0,1755,3015.998146
7,275.09,0,0,1,2017,1,21,19,0,0,3221,3993.866278
7,260.27,0,0,0,2014,2,22,2,0,0,340,2152.884977
7,271.82,0,0,1,2015,12,23,22,0,0,2069,4083.472775
7,289.93,0,0,3,2017,9,12,0,0,0,616,2208.84915
7,298.42,0,0,0,2015,7,28,21,0,0,2586,4464.709731
7,286.71,0,0,5,2014,7,2,2,0,0,312,2405.15417
7,288.82,0,0,0,2017,5,15,8,0,0,5836,3078.57778
7,290.48,0,0,1,2017,9,26,16,0,0,6894,3792.430642
7,289.16,0,0,0,2017,7,8,1,0,0,829,2376.01317
7,285.38,0,0,1,2017,10,4,12,0,0,5062,3334.50077
7,289.56,0,0,4,2016,8,20,11,0,0,3924,3280.923623
7,295.38,0,0,1,2014,7,13,20,0,0,3097,4335.261293
7,281.15,0,0,0,2017,5,8,6,0,0,5839,2778.704381
7,281.27,0,0,0,2017,5,24,5,0,0,3006,2666.409088
7,269.09,0,0,1,2017,2,26,6,0,0,1302,2617.238124
7,259.89,0,0,1,2014,2,28,23,0,0,1616,4174.110146
7,296.29,0,0,1,2017,8,23,15,0,0,5871,3798.983116
7,273.2,0,0,8,2013,2,15,1,0,0,465,2144.416563
7,284.43,0.25,0,5,2014,5,20,3,0,0,353,2482.938554
7,281.15,0,0,0,2014,3,13,15,0,0,5884,3718.921551
7,291.87,0,0,1,2013,6,26,4,0,0,798,2738.21125
7,276.02,0,0,1,2015,12,6,7,0,0,1283,2699.658334
7,263.28,0,0,3,2018,4,6,9,0,0,5067,2771.803373
7,272.75,0,0,1,2012,10,28,5,0,0,453,2501.846406
7,269.08,0,0,1,2017,11,6,9,0,0,4992,2785.636669
7,289.82,0,0,1,2018,7,23,5,0,0,3008,2733.49096
7,293.63,1.52,0,4,2018,8,27,20,0,0,2536,4187.284599
7,281.11,0,0,4,2013,4,22,18,0,0,3780,3937.886095
7,294.05,0,0,4,2016,5,31,14,0,0,5383,3675.938397
7,272.65,0,0,0,2017,11,11,19,0,0,3435,3822.673253
7,251.77,0,0,1,2013,2,1,17,0,0,4909,3510.121545
7,262.6,0,0,0,2018,2,11,13,0,0,4637,3223.533076
7,271.65,0,0,0,2017,12,2,21,0,0,3182,3996.319486
7,274.65,0,0,5,2013,4,18,23,0,0,889,4320.337557
7,294.42,1.52,0,4,2014,6,1,19,0,0,3315,4207.771246
7,291.44,0,0,3,2018,6,19,15,0,0,5852,3722.791685
7,291.77,0,0,5,2015,9,23,9,0,0,5272,3095.997703
7,284.71,0,0,1,2014,4,12,18,0,0,4230,4033.576255
7,301.13,0,0,0,2013,8,21,20,0,0,3192,4421.67268
7,266.34,0,0,5,2014,1,14,9,0,0,3746,2874.17503
7,260.81,0,0,3,2018,1,15,3,0,0,347,2189.536429
7,267.92,0,0,0,2014,4,2,4,0,0,804,2448.215055
7,267.11,0,0,1,2013,1,19,6,0,0,1111,2659.060251
7,273.79,0,0,0,2013,5,13,6,0,0,5790,2713.441199
7,264.29,0,0,0,2017,2,6,3,0,0,310,2290.088593
7,287.42,0,0,1,2016,10,4,3,0,0,560,2498.520799
7,272.22,0,0,1,2016,12,29,15,0,0,5343,3388.639945
7,274.87,0,0,0,2015,11,13,4,0,0,877,2414.018665
7,276.793,0,0,1,2014,1,18,8,0,0,2278,2984.751767
7,252.14,0,0,0,2013,12,7,19,0,0,3101,3558.489021
7,287.82,0,0,5,2013,9,17,21,0,0,3345,4238.403223
7,251.87,0,0,1,2013,1,2,8,0,0,5110,2648.974225
7,257.79,0,0,1,2013,1,15,6,0,0,5434,2527.010805
7,257.14,0,0,1,2013,12,16,5,0,0,2726,2242.143898
7,290.19,0,0,1,2015,8,6,6,0,0,5805,2873.489579
7,272.55,0,0,1,2017,2,23,9,0,0,5403,2963.44481
7,275.82,0,0,1,2017,3,23,1,0,0,357,2215.017989
7,281.9,0,0,0,2016,11,10,1,0,0,502,2215.428261
7,287.28,0,0,5,2017,9,12,7,0,0,6353,2822.99985
7,252.44,0,0,0,2016,1,10,11,0,0,3973,2920.874281
7,287.83,0,0,1,2016,6,29,7,0,0,6053,2933.044765
7,273.44,0,0,0,2018,3,13,20,0,0,2933,4046.401025
7,284.64,0,0,1,2014,4,25,21,0,0,2841,4311.671023
7,300.41,0,0,4,2013,6,27,20,0,0,3346,4377.612884
7,297.14,0,0,1,2018,8,7,16,0,0,6471,3913.590324
7,270.49,0,0,1,2013,3,7,14,0,0,5452,3468.831502
7,259.09,0,0,0,2017,1,3,19,0,0,2697,3793.547399
7,267.01,0,0,1,2015,12,29,22,0,0,1880,4006.990234
7,265.69,0,0,1,2012,12,31,19,0,0,3294,3728.670914
7,298.55,0,0,1,2018,6,23,20,0,0,3362,4339.876472
7,291.34,0,0,0,2018,9,11,1,0,0,330,2360.756696
7,293.244,0,0,1,2016,10,11,19,0,0,2948,4136.653636
7,293.47,0,0,1,2015,7,16,7,0,0,6133,3024.675027
7,297.97,0,0,1,2016,7,3,13,0,0,3415,3677.098917
7,288.02,0,0,0,2015,10,3,17,0,0,4707,3900.28784
7,285.93,0,0,0,2016,5,4,0,0,0,826,2279.443816
7,274.15,0,0,1,2013,10,23,19,0,0,3630,3880.84061
7,265.61,0,0,0,2017,11,19,4,0,0,407,2248.790217
7,298.19,0,0,1,2016,7,9,20,0,0,97,4356.730454
7,289.02,0,0,0,2017,5,11,21,0,0,3057,4353.349451
7,268.34,0,0,5,2014,1,11,21,0,0,3440,4076.698144
7,274.46,0,0,0,2014,3,14,19,0,0,3737,4010.201551
7,275.14,0,0,5,2015,12,23,2,0,0,369,2122.162687
7,266.14,0,0,1,2012,12,28,14,0,0,5262,3250.762827
7,282.89,0,0,2,2017,5,21,3,0,0,403,2468.402431
7,291.61,0,0,1,2013,6,9,10,0,0,3129,3337.077323
7,295.28,0,0,0,2018,5,31,23,0,0,1446,4607.326243
7,299.08,0,0,10,2015,9,16,19,0,0,3581,4110.848627
7,266.5,0,0,5,2018,2,14,9,0,0,5194,2812.992115
7,277.36,0.51,0,2,2016,4,29,0,0,0,597,2114.785083
7,300.95,0,0,10,2017,6,17,16,0,0,4525,3869.08991
7,299.65,0,0,1,2018,6,28,22,0,0,2190,4545.816509
7,268.38,0,0,1,2013,1,10,19,0,0,2857,3954.632879
7,264.65,0,0,1,2014,3,4,13,0,0,4708,3277.219829
7,305.62,0,0,0,2017,7,6,16,0,0,6139,4081.340328
7,287.77,0,0,0,2013,10,13,15,0,0,4930,3714.992218
7,298.19,0.51,0,4,2014,5,26,19,0,0,3061,4252.970172
7,301.1,0,0,0,2015,8,14,11,0,0,5098,3527.094212
7,284.15,0,0,2,2016,3,13,21,0,0,2377,4294.389418
7,276.54,0,0,0,2018,2,26,18,0,0,4442,3899.306663
7,292.63,2.41,0,4,2014,5,27,17,0,0,6537,3975.907932
7,290.38,0,0,0,2015,10,11,1,0,0,817,2366.239581
7,287.61,0,0,1,2018,9,27,13,0,0,4787,3445.049877
7,271.62,0,0,5,2016,12,3,9,0,0,3716,2762.14894
7,301.36,0,0,1,2017,7,27,16,0,0,6529,3982.523309
7,296.46,0,0,1,2014,5,31,0,0,0,1524,2414.259731
7,306.65,0,0,1,2018,5,26,16,0,0,3970,4081.140648
7,272.92,0,0,5,2013,1,20,9,0,0,2132,2975.983073
7,271.09,0,0,5,2012,12,20,17,0,0,5831,3564.41875
7,269.13,0,0,0,2014,4,5,5,0,0,664,2560.312269
7,260,0,0,0,2013,3,23,7,0,0,2004,2631.276806
7,256.1,0,0,1,2014,1,22,15,0,0,5446,3360.872141
7,276.01,0,0,5,2016,3,9,10,0,0,4598,3062.282426
7,290.08,0,0,1,2017,10,3,17,0,0,5953,3891.792917
7,270.22,0,0,1,2017,1,29,17,0,0,4284,3719.407243
7,288.16,0,0,1,2012,10,16,18,0,0,5142,4007.130394
7,287.42,0,0,3,2018,5,19,8,0,0,3277,2997.510061
7,268.55,0,0,0,2018,3,7,19,0,0,3367,3883.631958
7,264.08,0,0,1,2017,12,14,1,0,0,392,1908.103788
7,289.54,0,0,3,2016,5,17,19,0,0,2631,4126.95987
7,277.1,0,0,4,2012,11,16,4,0,0,708,2419.59938
7,259.9,0,0,0,2013,2,16,21,0,0,3045,4018.355806
7,271.58,0,0,1,2017,1,25,22,0,0,1783,4230.995567
7,271.25,0,0,8,2013,3,1,11,0,0,5373,3089.480906
7,293.48,0,0,4,2017,6,29,0,0,0,847,2276.507168
7,298.87,0,0,0,2015,8,11,13,0,0,4567,3692.642819
7,276.793,0,0,1,2014,1,17,20,0,0,2708,4155.984666
7,282.87,0,0,0,2016,11,6,1,0,0,539,2233.734777
7,280.42,0,0,1,2014,4,18,22,0,0,2831,4354.758426
7,271.35,0,0,0,2017,2,12,8,0,0,1789,2874.631928
7,265.35,0,0,1,2017,12,6,22,0,0,1652,3982.776257
7,280.17,0,0,2,2012,12,7,6,0,0,5555,2682.460201
7,276.55,0,0,3,2013,11,20,21,0,0,3008,4068.223263
7,274.54,0.25,0,4,2013,10,20,0,0,0,1408,1992.238763
7,269.07,0,0,0,2013,1,10,20,0,0,2474,4077.103869
7,290.79,0,0,4,2015,8,28,8,0,0,5878,3009.941834
7,290.62,0,0,10,2017,8,10,1,0,0,362,2230.483736
7,285.6,0,0,3,2016,5,7,8,0,0,3139,3007.038712
7,271.51,0,0,1,2014,4,1,22,0,0,1618,4242.132152
7,264.87,0,0,1,2013,12,19,13,0,0,5407,3132.12685
7,287.18,0,0,5,2013,5,22,4,0,0,756,2630.400465
7,276.793,0,0,1,2014,1,19,0,0,0,1236,2203.585416
7,299.58,0,0,10,2017,7,19,15,0,0,6026,3733.414042
7,298.49,0,0,0,2016,10,2,16,0,0,4335,3944.928972
7,289.46,1.27,0,4,2018,8,28,9,0,0,5153,3052.604518
7,293.02,0,0,0,2015,7,2,21,0,0,2997,4412.670354
7,291.87,0,0,0,2017,8,15,23,0,0,1587,4537.670037
7,294.04,1.4,0,10,2018,8,31,3,0,0,378,2442.111013
7,271.79,0,0,8,2016,1,25,20,0,0,2303,3946.787142
7,269.82,0,0,8,2018,2,25,0,0,0,779,1927.871405
7,295.3,0,0,1,2013,8,13,20,0,0,3275,4329.879444
7,281.46,0,0,5,2015,10,31,13,0,0,4546,3311.075529
7,295.56,0,0,4,2018,7,20,19,0,0,3574,4141.079153
7,274.04,0.25,0,4,2013,12,2,17,0,0,4795,3629.165288
7,292.93,0,0,1,2016,5,7,18,0,0,4401,4119.054311
7,274.61,0,0,1,2014,4,14,13,0,0,4797,3396.346849
7,294.35,0.3,0,4,2015,9,1,4,0,0,888,2683.755752
7,275.44,0,0,0,2018,4,5,15,0,0,5705,3580.233101
7,295.52,0,0,1,2016,9,1,18,0,0,4934,4098.800607
7,269.08,0,0,1,2017,12,13,13,0,0,4943,3152.39595
7,272.62,0,0,5,2018,4,14,1,0,0,441,2090.134592
7,292.63,0,0,0,2015,9,7,9,0,0,2880,3199.456848
7,285.45,0,0,1,2016,9,27,10,0,0,3968,3144.661528
7,295.81,0,0,1,2016,5,8,15,0,0,4846,3867.553281
7,295.09,0,0,0,2015,7,27,1,0,0,423,2466.752777
7,256.88,0,0,0,2018,2,1,13,0,0,5099,3150.285828
7,258.22,0,0,0,2017,3,10,8,0,0,5831,2668.77033
7,278.09,0,0,5,2016,4,26,7,0,0,7149,2766.485353
7,269.13,0,0,8,2013,2,23,11,0,0,4212,3051.846654
7,272.53,0,0,1,2015,11,24,7,0,0,6709,2646.138863
7,274.55,0,0,4,2017,1,31,3,0,0,322,2370.760613
7,283.63,0.25,0,4,2015,10,12,14,0,0,4941,3474.836297
7,280.02,0,0,1,2012,10,5,9,0,0,5403,3021.905985
7,301.9,0,0,0,2017,8,1,19,0,0,3374,4308.625939
7,262.33,0,0,1,2013,3,20,0,0,0,685,1970.933553
7,302.56,0,0,1,2013,7,17,11,0,0,5150,3570.253224
7,295.72,0,0,1,2013,6,18,20,0,0,3002,4362.999113
7,247.15,0,0,0,2014,1,23,9,0,0,4250,2658.835157
7,298.1,1.2,0,4,2015,8,14,22,0,0,2560,4496.60845
7,277.16,0,0,1,2013,4,17,13,0,0,4866,3442.36889
7,284.92,0,0,0,2014,5,5,23,0,0,1042,4530.258405
7,294.43,0,0,10,2017,8,6,15,0,0,4255,3655.520832
7,257.34,0,0,1,2014,2,9,2,0,0,552,2108.632387
7,291.99,0,0,0,2015,7,30,8,0,0,5337,3100.972728
7,265.35,0,0,8,2016,12,7,3,0,0,365,2036.683259
7,286.68,0,0,0,2017,8,31,9,0,0,5608,3080.069526
7,292.35,0,0,2,2018,6,26,3,0,0,353,2573.528217
7,287.75,0,0,10,2017,4,15,8,0,0,2536,2930.295835
7,296.89,0,0,0,2013,8,22,3,0,0,374,2700.902341
7,296.51,0,0,1,2013,8,9,15,0,0,5999,3864.10962
7,271.72,0,0,1,2013,11,30,23,0,0,3345,4212.093089
7,273.22,0,0,1,2016,12,21,8,0,0,5459,2728.901378
7,272.5,0,0,0,2017,11,12,10,0,0,3540,2941.798487
7,271.08,0,0,8,2018,3,20,10,0,0,4406,2910.540501
7,290.88,0,0,1,2018,5,22,23,0,0,1084,4537.461211
7,294.48,0,0,4,2018,5,30,13,0,0,4823,3562.014947
7,288.8,0,0,4,2013,9,14,17,0,0,4490,3880.62823
7,287.15,0,0,5,2013,5,18,7,0,0,1984,2926.64504
7,258.19,0,0,0,2014,2,1,21,0,0,2658,3997.006779
7,297.94,0,0,0,2017,6,4,10,0,0,3970,3402.162471
7,274.09,0,0,1,2017,1,31,7,0,0,6160,2798.722233
7,292.48,0,0,1,2013,8,10,10,0,0,3839,3316.607414
7,285.09,0,0,1,2017,5,7,1,0,0,1324,2334.852975
7,297.76,0,0,1,2013,6,26,23,0,0,1403,4677.091165
7,258.36,0,0,8,2017,12,29,0,0,0,741,1607.403309
7,262.08,0,0,3,2014,1,20,13,0,0,4395,3225.539906
7,299.89,0,0,0,2017,6,8,20,0,0,3162,4401.688934
7,301.74,0,0,0,2013,7,12,17,0,0,5416,4163.409776
7,262.14,0,0,1,2016,1,13,12,0,0,4639,3142.153949
7,285.31,0.25,0,4,2018,8,29,3,0,0,372,2405.700088
7,281.13,0,0,4,2012,10,20,6,0,0,1313,2685.459883
7,270.58,0,0,0,2017,2,13,3,0,0,368,2374.764362
7,265.11,0.76,0,4,2014,1,30,13,0,0,3455,3244.707571
7,283.21,0,0,0,2015,9,20,7,0,0,1345,2853.347608
7,289.68,0.3,0,4,2016,8,27,8,0,0,3051,2982.933222
7,273.41,0,0,1,2013,11,15,2,0,0,315,2204.436566
7,286.66,0,0,5,2013,6,12,6,0,0,5963,2812.093642
7,289.22,0,0,5,2017,6,11,11,0,0,3401,3290.670096
7,295.08,0,0,10,2018,6,7,22,0,0,2215,4366.889124
7,293.63,0,0,1,2014,5,26,1,0,0,538,2475.5911
7,288.22,1.3,0,5,2018,9,20,9,0,0,5264,3011.80909
7,298.29,0,0,1,2018,6,13,19,0,0,3560,4248.893302
7,283.08,0,0,5,2016,3,14,2,0,0,351,2380.288854
7,257.29,0,0,8,2017,12,28,3,0,0,373,1885.351792
7,274.48,0,0,0,2016,2,7,0,0,0,1254,2157.261787
7,294.55,0,0,4,2018,6,11,17,0,0,5922,3956.661685
7,283.8,0,0,0,2013,5,7,1,0,0,336,2378.322188
7,291.58,0,0,0,2015,7,8,21,0,0,3133,4385.429757
7,256.58,0,0,0,2018,1,17,7,0,0,5684,2560.344855
7,292.92,0,0,1,2018,6,8,23,0,0,2903,4565.660476
7,256.15,0,0,8,2017,12,29,14,0,0,4750,2940.344032
7,285.24,0,0,1,2013,10,12,12,0,0,5377,3371.6354
7,262.94,0,0,5,2013,3,8,9,0,0,5228,2810.406877
7,292.089,0,0,0,2016,10,14,18,0,0,4549,4034.032719
7,271.4,0,0,1,2014,3,7,17,0,0,5809,3762.816617
7,264.86,0,0,8,2013,1,19,2,0,0,535,2132.011813
7,255.55,0,0,1,2016,1,18,14,0,0,4738,3235.72884
7,274.48,0,0,5,2016,12,25,18,0,0,2148,3658.856964
7,296.65,0,0,10,2015,9,2,12,0,0,5466,3407.190934
7,282.63,0,0,0,2016,4,22,22,0,0,2991,4374.066611
7,290.08,0,0,0,2017,5,7,15,0,0,4548,3787.871213
7,298.19,0,0,4,2013,7,26,14,0,0,5863,3745.033522
7,286.86,0,0,2,2013,9,15,4,0,0,295,2613.276049
7,249.38,0,0,0,2018,1,12,8,0,0,4240,2557.822427
7,275.38,0,0,1,2016,4,29,7,0,0,6904,2783.276166
7,272.71,0,0,2,2017,1,2,16,0,0,3563,3671.299826
7,280.29,0,0,4,2017,10,15,2,0,0,737,2228.977743
7,276.84,0,0,4,2017,4,26,16,0,0,6723,3628.880863
7,284.11,0,0,5,2018,9,9,7,0,0,1806,2767.91846
7,265.65,0,0,1,2014,2,12,22,0,0,1545,4177.289858
7,266.72,0,0,5,2018,2,19,19,0,0,2087,3786.206818
7,291.74,0,0,5,2013,5,20,18,0,0,4197,4064.329941
7,273.43,0,0,1,2013,2,25,16,0,0,6374,3704.299518
7,275.66,0,0,4,2012,10,26,9,0,0,5234,2891.883431
7,276.35,0,0,2,2017,3,24,1,0,0,447,2206.856842
7,297.38,1.52,0,5,2016,9,6,3,0,0,310,2598.771076
7,279.8,0,0,1,2016,5,14,13,0,0,4220,3432.384717
7,301.37,0,0,0,2018,8,18,17,0,0,4664,4076.421468
7,295.37,0,0,0,2013,8,14,13,0,0,5585,3662.124734
7,292.79,0,0,4,2018,6,19,19,0,0,3263,4117.712059
7,300.14,0,0,1,2018,9,12,19,0,0,3510,4228.735035
7,295.47,0,0,0,2016,8,5,11,0,0,4694,3442.267193
7,268.01,0,0,5,2018,4,15,3,0,0,151,2216.77397
7,273.89,0,0,1,2017,2,4,17,0,0,4629,3782.789631
7,268.02,0,0,5,2012,12,19,8,0,0,5779,2642.943884
7,287.83,0,0,0,2016,11,6,10,0,0,4093,3183.859299
7,271.82,0,0,0,2017,12,1,6,0,0,5650,2537.0872
7,275.74,0,0,0,2013,10,22,10,0,0,4384,3042.329152
7,286.78,0,0,0,2017,6,7,3,0,0,357,2553.377972
7,302.05,0,0,1,2014,7,5,16,0,0,3402,4050.921841
7,259.8,0,0,0,2013,3,22,2,0,0,374,2141.804505
7,286.372,0,0,0,2017,2,17,11,0,0,5259,3381.514815
7,264.45,0,0,1,2014,2,3,15,0,0,5554,3486.43847
7,270.93,0,0,1,2017,11,16,1,0,0,359,2022.202952
7,272.02,0,0,1,2017,2,5,2,0,0,911,2291.682657
7,276.73,0,0,1,2013,11,14,21,0,0,2676,4106.797275
7,274.21,0,0,3,2013,4,12,13,0,0,5446,3374.685851
7,276.511,0,0,1,2016,10,25,6,0,0,5510,2609.971657
7,273.53,0,0,0,2018,3,15,1,0,0,354,2192.833478
7,294.14,0,0,0,2013,9,7,23,0,0,3209,4610.476827
7,282.01,0,0,2,2016,3,15,21,0,0,2458,4261.053544
7,275.72,0,0,1,2016,4,5,22,0,0,2558,4275.791868
7,267.48,0,0,1,2016,2,1,7,0,0,6323,2728.922633
7,260.59,0,0,8,2013,12,10,5,0,0,2627,2194.649096
7,273.86,0,0,8,2017,10,27,13,0,0,5092,3135.818781
7,286.6,0,0,1,2014,5,21,9,0,0,5408,3158.169147
7,290.21,0,0,4,2017,6,18,0,0,0,1387,2240.092213
7,271.23,0,0,1,2015,12,25,16,0,0,2883,3487.68545
7,259.11,0,0,5,2012,12,13,1,0,0,371,1836.335347
7,260.63,0.38,0,4,2013,12,16,11,0,0,3916,2833.671799
7,291.98,0,0,5,2013,9,28,10,0,0,4621,3215.139719
7,269.72,0,0,5,2013,11,7,7,0,0,7110,2586.879356
7,265.14,0,0,8,2012,12,29,7,0,0,1280,2448.396039
7,279.22,0,0,4,2016,3,16,4,0,0,876,2531.726042
7,261.61,0,0,8,2018,2,8,12,0,0,4896,2995.673073
7,273.82,0,0,0,2016,12,20,16,0,0,6079,3533.707015
7,270.27,0,0,1,2014,3,8,14,0,0,5455,3452.722058
7,274.15,0,0,2,2016,11,23,8,0,0,4219,2741.626199
7,293.72,0,0,5,2018,8,18,10,0,0,5146,3207.663464
7,300.44,0,0,0,2017,7,30,13,0,0,4673,3688.302904
7,267.35,0,0,0,2018,3,14,6,0,0,5526,2591.148669
7,272.79,0,0,1,2017,2,25,19,0,0,3450,3940.051515
7,280.37,0,0,2,2015,11,6,15,0,0,5872,3544.555297
7,293.46,0,0,0,2013,8,20,1,0,0,444,2457.816923
7,295.37,0,0,0,2018,8,10,22,0,0,3117,4484.599577
7,270.97,0,0,1,2012,11,26,10,0,0,4271,2949.41252
7,265.72,0,0,5,2013,1,3,20,0,0,2453,3961.026074
7,275.45,0.25,0,4,2013,12,28,17,0,0,4334,3622.903374
7,297.21,0,0,0,2015,8,1,10,0,0,3618,3386.169782
7,284.08,0,0,2,2017,3,6,9,0,0,4802,3118.538146
7,294.64,0,0,1,2013,8,25,5,0,0,719,2845.087008
7,270.34,0,0,8,2017,2,27,2,0,0,264,2140.297915
7,291.42,0,0,4,2018,6,19,6,0,0,5483,2829.97754
7,270.15,0,0,5,2017,12,18,7,0,0,6198,2518.275838
7,301.28,0,0,1,2017,7,28,18,0,0,4745,4175.35438
7,285.37,0,0,1,2017,10,6,1,0,0,374,2259.605135
7,298.66,0,0,1,2013,4,29,18,0,0,4489,4231.707848
7,288.494,0,0,1,2016,7,15,6,0,0,4949,2843.621484
7,273.74,0,0.13,8,2016,1,7,16,0,0,6438,3602.238917
7,275.09,0,0,3,2017,4,5,4,0,0,843,2469.681004
7,288.6,0,0,0,2016,10,1,20,0,0,2937,4191.517553
7,295.85,0,0,5,2016,7,23,0,0,0,6,2298.251712
7,290.75,0,0,10,2017,5,16,9,0,0,5166,3054.540292
7,274.65,0,0,5,2018,3,27,12,0,0,5025,3195.121829
7,269.75,0,0,8,2017,3,3,22,0,0,2448,4090.733297
7,296.22,0,0,10,2017,6,28,14,0,0,5079,3593.576769
7,277.62,0,0,1,2018,3,22,15,0,0,5963,3595.723915
7,288.42,0,0,1,2016,5,17,12,0,0,4799,3457.722485
7,272.02,0,0,1,2014,3,7,15,0,0,5839,3576.842692
7,295.931,0,0,1,2016,10,15,16,0,0,4372,3879.232753
7,264.85,0,0,1,2013,12,20,22,0,0,2736,4008.451091
7,293.22,0,0,0,2017,9,11,0,0,0,586,2302.571924
7,274.77,0,0,0,2013,5,13,4,0,0,718,2532.727541
7,286.47,0,0,0,2015,7,8,0,0,0,659,2262.913813
7,273.65,0,0,1,2018,3,6,14,0,0,4671,3456.730301
7,272.29,0,0,5,2015,12,21,2,0,0,272,2082.585417
